"sender_name","timestamp_ms","content","is_geoblocked_for_viewer","photosTimestamp","reactions","NumOfParticipants","MainFrom","share","videosTimestamp","call_duration","audioFilesTimestamp","is_unsent","app","person"
"",1486564462616,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486564327740,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486563525817,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486563145631,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486563132347,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486563120969,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486562785962,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486562769578,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486562746153,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486562739247,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486562725397,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486562706789,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486562684200,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486562673170,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486562064346,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486562054134,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486561822649,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486549687231,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486545842978,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486545678712,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486544279585,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486536764944,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486535522376,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486533536548,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486503735896,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486498172127,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486497111940,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486497108045,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486497099623,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486497089649,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486494463774,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486494432123,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486494370926,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486494290420,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486494213781,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486494016829,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493948811,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493857220,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493707934,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493698198,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493632520,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493572710,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493535417,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493533088,NA,FALSE,1601275936,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493499219,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493453627,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493433624,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493278789,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493216080,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493199235,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486493190544,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486490462871,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486490378589,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486490129691,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486486840353,NA,FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486486837982,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486486149464,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486479387534,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486479377997,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486479231560,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486479185773,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486479158009,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486479143940,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486479082386,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478944116,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478929648,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478924529,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478912663,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478883326,NA,FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478864472,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478857353,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478824628,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478803654,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478745132,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478738250,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478702810,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478664112,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478652056,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478603683,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478602555,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478584764,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478571977,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478517284,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478508046,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478491447,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478450381,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478362076,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478358812,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478321668,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478282903,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478252009,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478193417,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478189569,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486478147439,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486475750079,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486475439258,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486474793202,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486468555573,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486468522747,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486468509363,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486468486672,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486468454549,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486468440203,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486468434953,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486468239515,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486468219488,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486468206296,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486460971780,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486460546459,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486460542847,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486452366731,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486449390031,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486448512294,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486448050343,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486417568113,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486417568113,NA,FALSE,NA,"â¤ï¸",7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486417517381,NA,FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486417517381,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486417309711,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412483725,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412458444,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412415730,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412403920,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412385039,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412267437,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412248615,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412225000,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412206969,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412185212,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412105352,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412013109,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412012507,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486412011102,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411999598,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411999062,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411966181,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411947316,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411913758,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411856139,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411848662,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411838848,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411817630,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411811413,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411804310,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411804301,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411787405,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411763195,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411743678,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411738797,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411736344,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411722103,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411720029,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411707429,NA,FALSE,1602759244,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411674862,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411654413,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411652537,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411634684,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411632703,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411612620,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411578452,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411569763,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411557722,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411549419,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411540952,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411521995,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411502663,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411492423,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411490657,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411462136,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411448590,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411446361,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411430852,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411423527,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411415950,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411406453,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411397155,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411395754,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411392502,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411378107,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411341646,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411340664,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411319789,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411301559,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411289088,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411262713,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411254040,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411253934,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411246184,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411220502,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411199245,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411182262,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411173360,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411146215,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411137722,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411135322,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411127023,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411097384,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411092740,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411090729,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411086729,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411078731,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411078688,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411071406,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411059263,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411049204,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411045891,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411011906,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486411006380,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486410978020,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486410959215,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486410951533,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486410950146,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486410936085,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486410935004,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1486410927171,"",FALSE,NA,NA,7,"konw_0001.json",NA,NA,NA,NA,NA,"ig","a"
"",1566851015102,"",FALSE,NA,"â¤ï¸",2,"konw_0002.json",NA,NA,NA,NA,NA,"ig","a"
"",1566850670946,"",FALSE,NA,NA,2,"konw_0002.json",NA,NA,NA,NA,NA,"ig","a"
"",1558363157667,"",FALSE,NA,NA,2,"konw_0002.json",NA,NA,NA,NA,NA,"ig","a"
"",1558336855542,"",FALSE,NA,NA,2,"konw_0002.json",NA,NA,NA,NA,NA,"ig","a"
"",1558279130164,"",FALSE,NA,NA,2,"konw_0002.json",NA,NA,NA,NA,NA,"ig","a"
"",1558266410577,"",FALSE,NA,NA,2,"konw_0002.json",NA,NA,NA,NA,NA,"ig","a"
"",1558211364421,"",FALSE,NA,NA,2,"konw_0002.json",NA,NA,NA,NA,NA,"ig","a"
"",1681499812162,"",FALSE,NA,NA,2,"konw_0003.json",NA,NA,NA,NA,NA,"ig","a"
"",1681499773836,"",FALSE,NA,NA,2,"konw_0003.json","",NA,NA,NA,NA,"ig","a"
"",1681497159579,"",FALSE,NA,"â¤ï¸",2,"konw_0003.json","",NA,NA,NA,NA,"ig","a"
"",1667124840844,"",FALSE,NA,"â¤ï¸",2,"konw_0003.json","",NA,NA,NA,NA,"ig","a"
"",1657646665029,"",FALSE,NA,NA,2,"konw_0003.json",NA,NA,NA,NA,NA,"ig","a"
"",1657646664120,"",FALSE,NA,NA,2,"konw_0003.json",NA,NA,NA,NA,NA,"ig","a"
"",1657646597736,"",FALSE,NA,"â¤ï¸",2,"konw_0003.json",NA,NA,NA,NA,NA,"ig","a"
"",1653764871675,"",FALSE,NA,"â¤ï¸",2,"konw_0003.json","",NA,NA,NA,NA,"ig","a"
"",1653481272761,"",FALSE,NA,NA,2,"konw_0003.json",NA,NA,NA,NA,NA,"ig","a"
"",1653481271495,"",FALSE,NA,NA,2,"konw_0003.json",NA,NA,NA,NA,NA,"ig","a"
"",1653481142531,"",FALSE,NA,"â¤ï¸",2,"konw_0003.json",NA,NA,NA,NA,NA,"ig","a"
