"person","app","day","month","year","strDate","date"
"a","mg","06","11","2022","06-11-2022","20221106"
"a","mg","05","11","2022","05-11-2022","20221105"
"a","mg","05","11","2022","05-11-2022","20221105"
"a","mg","03","11","2022","03-11-2022","20221103"
"a","mg","03","11","2022","03-11-2022","20221103"
"a","mg","01","11","2022","01-11-2022","20221101"
"a","mg","30","10","2022","30-10-2022","20221030"
"a","mg","28","10","2022","28-10-2022","20221028"
"a","mg","27","10","2022","27-10-2022","20221027"
"a","mg","27","10","2022","27-10-2022","20221027"
"a","mg","27","10","2022","27-10-2022","20221027"
"a","mg","26","10","2022","26-10-2022","20221026"
"a","mg","24","10","2022","24-10-2022","20221024"
"a","mg","20","10","2022","20-10-2022","20221020"
"a","mg","18","10","2022","18-10-2022","20221018"
"a","mg","16","10","2022","16-10-2022","20221016"
"a","mg","15","10","2022","15-10-2022","20221015"
"a","mg","12","10","2022","12-10-2022","20221012"
"a","mg","09","10","2022","09-10-2022","20221009"
"a","mg","08","10","2022","08-10-2022","20221008"
"a","mg","08","10","2022","08-10-2022","20221008"
"a","mg","08","10","2022","08-10-2022","20221008"
"a","mg","08","10","2022","08-10-2022","20221008"
"a","mg","08","10","2022","08-10-2022","20221008"
"a","mg","07","10","2022","07-10-2022","20221007"
"a","mg","06","10","2022","06-10-2022","20221006"
"a","mg","06","10","2022","06-10-2022","20221006"
"a","mg","05","10","2022","05-10-2022","20221005"
"a","mg","05","10","2022","05-10-2022","20221005"
"a","mg","05","10","2022","05-10-2022","20221005"
"a","mg","04","10","2022","04-10-2022","20221004"
"a","mg","04","10","2022","04-10-2022","20221004"
"a","mg","04","10","2022","04-10-2022","20221004"
"a","mg","04","10","2022","04-10-2022","20221004"
"a","mg","04","10","2022","04-10-2022","20221004"
"a","mg","04","10","2022","04-10-2022","20221004"
"a","mg","03","10","2022","03-10-2022","20221003"
"a","mg","03","10","2022","03-10-2022","20221003"
"a","mg","03","10","2022","03-10-2022","20221003"
"a","mg","02","10","2022","02-10-2022","20221002"
"a","mg","02","10","2022","02-10-2022","20221002"
"a","mg","02","10","2022","02-10-2022","20221002"
"a","mg","02","10","2022","02-10-2022","20221002"
"a","mg","02","10","2022","02-10-2022","20221002"
"a","mg","02","10","2022","02-10-2022","20221002"
"a","mg","02","10","2022","02-10-2022","20221002"
"a","mg","01","10","2022","01-10-2022","20221001"
"a","mg","01","10","2022","01-10-2022","20221001"
"a","mg","01","10","2022","01-10-2022","20221001"
"a","mg","01","10","2022","01-10-2022","20221001"
"a","mg","01","10","2022","01-10-2022","20221001"
"a","mg","30","09","2022","30-09-2022","20220930"
"a","mg","30","09","2022","30-09-2022","20220930"
"a","mg","29","09","2022","29-09-2022","20220929"
"a","mg","26","09","2022","26-09-2022","20220926"
"a","mg","26","09","2022","26-09-2022","20220926"
"a","mg","26","09","2022","26-09-2022","20220926"
"a","mg","26","09","2022","26-09-2022","20220926"
"a","mg","26","09","2022","26-09-2022","20220926"
"a","mg","25","09","2022","25-09-2022","20220925"
"a","mg","25","09","2022","25-09-2022","20220925"
"a","mg","25","09","2022","25-09-2022","20220925"
"a","mg","23","09","2022","23-09-2022","20220923"
"a","mg","23","09","2022","23-09-2022","20220923"
"a","mg","23","09","2022","23-09-2022","20220923"
"a","mg","22","09","2022","22-09-2022","20220922"
"a","mg","22","09","2022","22-09-2022","20220922"
"a","mg","22","09","2022","22-09-2022","20220922"
"a","mg","21","09","2022","21-09-2022","20220921"
"a","mg","20","09","2022","20-09-2022","20220920"
"a","mg","20","09","2022","20-09-2022","20220920"
"a","mg","20","09","2022","20-09-2022","20220920"
"a","mg","19","09","2022","19-09-2022","20220919"
"a","mg","19","09","2022","19-09-2022","20220919"
"a","mg","17","09","2022","17-09-2022","20220917"
"a","mg","17","09","2022","17-09-2022","20220917"
"a","mg","17","09","2022","17-09-2022","20220917"
"a","mg","17","09","2022","17-09-2022","20220917"
"a","mg","17","09","2022","17-09-2022","20220917"
"a","mg","17","09","2022","17-09-2022","20220917"
"a","mg","17","09","2022","17-09-2022","20220917"
"a","mg","17","09","2022","17-09-2022","20220917"
"a","mg","14","09","2022","14-09-2022","20220914"
"a","mg","13","09","2022","13-09-2022","20220913"
"a","mg","11","09","2022","11-09-2022","20220911"
"a","mg","11","09","2022","11-09-2022","20220911"
"a","mg","10","09","2022","10-09-2022","20220910"
"a","mg","03","09","2022","03-09-2022","20220903"
"a","mg","03","09","2022","03-09-2022","20220903"
"a","mg","02","09","2022","02-09-2022","20220902"
"a","mg","02","09","2022","02-09-2022","20220902"
"a","mg","01","09","2022","01-09-2022","20220901"
"a","mg","27","08","2022","27-08-2022","20220827"
"a","mg","27","08","2022","27-08-2022","20220827"
"a","mg","27","08","2022","27-08-2022","20220827"
"a","mg","27","08","2022","27-08-2022","20220827"
"a","mg","27","08","2022","27-08-2022","20220827"
"a","mg","26","08","2022","26-08-2022","20220826"
"a","mg","25","08","2022","25-08-2022","20220825"
"a","mg","22","08","2022","22-08-2022","20220822"
"a","mg","21","08","2022","21-08-2022","20220821"
"a","mg","20","08","2022","20-08-2022","20220820"
"a","mg","15","08","2022","15-08-2022","20220815"
"a","mg","13","08","2022","13-08-2022","20220813"
"a","mg","05","08","2022","05-08-2022","20220805"
"a","mg","02","08","2022","02-08-2022","20220802"
"a","mg","31","07","2022","31-07-2022","20220731"
"a","mg","30","07","2022","30-07-2022","20220730"
"a","mg","30","07","2022","30-07-2022","20220730"
"a","mg","30","07","2022","30-07-2022","20220730"
"a","mg","30","07","2022","30-07-2022","20220730"
"a","mg","30","07","2022","30-07-2022","20220730"
"a","mg","29","07","2022","29-07-2022","20220729"
"a","mg","28","07","2022","28-07-2022","20220728"
"a","mg","28","07","2022","28-07-2022","20220728"
"a","mg","28","07","2022","28-07-2022","20220728"
"a","mg","27","07","2022","27-07-2022","20220727"
"a","mg","26","07","2022","26-07-2022","20220726"
"a","mg","26","07","2022","26-07-2022","20220726"
"a","mg","22","07","2022","22-07-2022","20220722"
"a","mg","03","06","2022","03-06-2022","20220603"
"a","mg","18","05","2022","18-05-2022","20220518"
"a","mg","18","05","2022","18-05-2022","20220518"
"a","mg","29","03","2022","29-03-2022","20220329"
"a","mg","16","01","2022","16-01-2022","20220116"
"a","mg","13","01","2022","13-01-2022","20220113"
"a","mg","12","01","2022","12-01-2022","20220112"
"a","mg","19","12","2021","19-12-2021","20211219"
"a","mg","14","12","2021","14-12-2021","20211214"
"a","mg","14","12","2021","14-12-2021","20211214"
"a","mg","06","12","2021","06-12-2021","20211206"
"a","mg","05","12","2021","05-12-2021","20211205"
"a","mg","05","12","2021","05-12-2021","20211205"
"a","mg","03","11","2021","03-11-2021","20211103"
"a","mg","24","10","2021","24-10-2021","20211024"
"a","mg","23","10","2021","23-10-2021","20211023"
"a","mg","29","09","2021","29-09-2021","20210929"
"a","mg","26","09","2021","26-09-2021","20210926"
"a","mg","25","09","2021","25-09-2021","20210925"
"a","mg","23","09","2021","23-09-2021","20210923"
"a","mg","09","09","2021","09-09-2021","20210909"
"a","mg","05","09","2021","05-09-2021","20210905"
"a","mg","05","09","2021","05-09-2021","20210905"
"a","mg","05","09","2021","05-09-2021","20210905"
"a","mg","04","09","2021","04-09-2021","20210904"
"a","mg","01","09","2021","01-09-2021","20210901"
"a","mg","26","08","2021","26-08-2021","20210826"
"a","mg","26","08","2021","26-08-2021","20210826"
"a","mg","26","08","2021","26-08-2021","20210826"
"a","mg","19","08","2021","19-08-2021","20210819"
"a","mg","19","08","2021","19-08-2021","20210819"
"a","mg","18","08","2021","18-08-2021","20210818"
"a","mg","15","08","2021","15-08-2021","20210815"
"a","mg","15","08","2021","15-08-2021","20210815"
"a","mg","14","08","2021","14-08-2021","20210814"
"a","mg","12","08","2021","12-08-2021","20210812"
"a","mg","11","08","2021","11-08-2021","20210811"
"a","mg","07","08","2021","07-08-2021","20210807"
"a","mg","07","08","2021","07-08-2021","20210807"
"a","mg","06","08","2021","06-08-2021","20210806"
"a","mg","04","08","2021","04-08-2021","20210804"
"a","mg","03","08","2021","03-08-2021","20210803"
"a","mg","03","08","2021","03-08-2021","20210803"
"a","mg","02","08","2021","02-08-2021","20210802"
"a","mg","02","08","2021","02-08-2021","20210802"
"a","mg","02","08","2021","02-08-2021","20210802"
"a","mg","01","08","2021","01-08-2021","20210801"
"a","mg","31","07","2021","31-07-2021","20210731"
"a","mg","31","07","2021","31-07-2021","20210731"
"a","mg","30","07","2021","30-07-2021","20210730"
"a","mg","30","07","2021","30-07-2021","20210730"
"a","mg","29","07","2021","29-07-2021","20210729"
"a","mg","29","07","2021","29-07-2021","20210729"
"a","mg","29","07","2021","29-07-2021","20210729"
"a","mg","29","07","2021","29-07-2021","20210729"
"a","mg","28","07","2021","28-07-2021","20210728"
"a","mg","28","07","2021","28-07-2021","20210728"
"a","mg","27","07","2021","27-07-2021","20210727"
"a","mg","26","07","2021","26-07-2021","20210726"
"a","mg","25","07","2021","25-07-2021","20210725"
"a","mg","24","07","2021","24-07-2021","20210724"
"a","mg","22","07","2021","22-07-2021","20210722"
"a","mg","22","07","2021","22-07-2021","20210722"
"a","mg","22","07","2021","22-07-2021","20210722"
"a","mg","22","07","2021","22-07-2021","20210722"
"a","mg","22","07","2021","22-07-2021","20210722"
"a","mg","22","07","2021","22-07-2021","20210722"
"a","mg","22","07","2021","22-07-2021","20210722"
"a","mg","22","07","2021","22-07-2021","20210722"
"a","mg","19","07","2021","19-07-2021","20210719"
"a","mg","16","07","2021","16-07-2021","20210716"
"a","mg","16","07","2021","16-07-2021","20210716"
"a","mg","12","07","2021","12-07-2021","20210712"
"a","mg","11","07","2021","11-07-2021","20210711"
"a","mg","10","07","2021","10-07-2021","20210710"
"a","mg","09","07","2021","09-07-2021","20210709"
"a","mg","06","07","2021","06-07-2021","20210706"
"a","mg","06","07","2021","06-07-2021","20210706"
"a","mg","28","06","2021","28-06-2021","20210628"
"a","mg","26","06","2021","26-06-2021","20210626"
"a","mg","24","06","2021","24-06-2021","20210624"
"a","mg","23","06","2021","23-06-2021","20210623"
"a","mg","04","06","2021","04-06-2021","20210604"
"a","mg","02","06","2021","02-06-2021","20210602"
"a","mg","02","06","2021","02-06-2021","20210602"
"a","mg","19","05","2021","19-05-2021","20210519"
"a","mg","17","05","2021","17-05-2021","20210517"
"a","mg","15","05","2021","15-05-2021","20210515"
"a","mg","12","05","2021","12-05-2021","20210512"
"a","mg","08","05","2021","08-05-2021","20210508"
"a","mg","13","04","2021","13-04-2021","20210413"
"a","mg","22","01","2021","22-01-2021","20210122"
"a","mg","22","01","2021","22-01-2021","20210122"
"a","mg","22","12","2020","22-12-2020","20201222"
"a","mg","04","11","2020","04-11-2020","20201104"
"a","mg","30","10","2020","30-10-2020","20201030"
"a","mg","20","10","2020","20-10-2020","20201020"
"a","mg","19","10","2020","19-10-2020","20201019"
"a","mg","13","10","2020","13-10-2020","20201013"
"a","mg","11","10","2020","11-10-2020","20201011"
"a","mg","10","10","2020","10-10-2020","20201010"
"a","mg","07","10","2020","07-10-2020","20201007"
"a","mg","05","10","2020","05-10-2020","20201005"
"a","mg","22","09","2020","22-09-2020","20200922"
"a","mg","30","08","2020","30-08-2020","20200830"
"a","mg","22","08","2020","22-08-2020","20200822"
"a","mg","18","08","2020","18-08-2020","20200818"
"a","mg","18","08","2020","18-08-2020","20200818"
"a","mg","16","08","2020","16-08-2020","20200816"
"a","mg","14","08","2020","14-08-2020","20200814"
"a","mg","14","08","2020","14-08-2020","20200814"
"a","mg","13","08","2020","13-08-2020","20200813"
"a","mg","13","08","2020","13-08-2020","20200813"
"a","mg","13","08","2020","13-08-2020","20200813"
"a","mg","12","08","2020","12-08-2020","20200812"
"a","mg","12","08","2020","12-08-2020","20200812"
"a","mg","12","08","2020","12-08-2020","20200812"
"a","mg","12","08","2020","12-08-2020","20200812"
"a","mg","06","08","2020","06-08-2020","20200806"
"a","mg","06","08","2020","06-08-2020","20200806"
"a","mg","03","08","2020","03-08-2020","20200803"
"a","mg","31","07","2020","31-07-2020","20200731"
"a","mg","29","07","2020","29-07-2020","20200729"
"a","mg","29","07","2020","29-07-2020","20200729"
"a","mg","29","07","2020","29-07-2020","20200729"
"a","mg","23","07","2020","23-07-2020","20200723"
"a","mg","21","07","2020","21-07-2020","20200721"
"a","mg","06","07","2020","06-07-2020","20200706"
"a","mg","21","06","2020","21-06-2020","20200621"
"a","mg","18","06","2020","18-06-2020","20200618"
"a","mg","06","06","2020","06-06-2020","20200606"
"a","mg","02","06","2020","02-06-2020","20200602"
"a","mg","25","05","2020","25-05-2020","20200525"
"a","mg","24","05","2020","24-05-2020","20200524"
"a","mg","25","03","2020","25-03-2020","20200325"
"a","mg","23","03","2020","23-03-2020","20200323"
"a","mg","14","03","2020","14-03-2020","20200314"
"a","mg","11","03","2020","11-03-2020","20200311"
"a","mg","10","03","2020","10-03-2020","20200310"
"a","mg","09","03","2020","09-03-2020","20200309"
"a","mg","08","03","2020","08-03-2020","20200308"
"a","mg","08","03","2020","08-03-2020","20200308"
"a","mg","07","03","2020","07-03-2020","20200307"
"a","mg","06","03","2020","06-03-2020","20200306"
"a","mg","03","03","2020","03-03-2020","20200303"
"a","mg","20","02","2020","20-02-2020","20200220"
"a","mg","09","02","2020","09-02-2020","20200209"
"a","mg","06","02","2020","06-02-2020","20200206"
"a","mg","04","02","2020","04-02-2020","20200204"
"a","mg","01","02","2020","01-02-2020","20200201"
"a","mg","31","01","2020","31-01-2020","20200131"
"a","mg","28","01","2020","28-01-2020","20200128"
"a","mg","27","01","2020","27-01-2020","20200127"
"a","mg","27","01","2020","27-01-2020","20200127"
"a","mg","24","01","2020","24-01-2020","20200124"
"a","mg","20","01","2020","20-01-2020","20200120"
"a","mg","08","01","2020","08-01-2020","20200108"
"a","mg","07","01","2020","07-01-2020","20200107"
"a","mg","04","01","2020","04-01-2020","20200104"
"a","mg","02","01","2020","02-01-2020","20200102"
"a","mg","01","01","2020","01-01-2020","20200101"
"a","mg","01","01","2020","01-01-2020","20200101"
"a","mg","29","12","2019","29-12-2019","20191229"
"a","mg","28","12","2019","28-12-2019","20191228"
"a","mg","23","12","2019","23-12-2019","20191223"
"a","mg","21","12","2019","21-12-2019","20191221"
"a","mg","20","12","2019","20-12-2019","20191220"
"a","mg","18","12","2019","18-12-2019","20191218"
"a","mg","18","12","2019","18-12-2019","20191218"
"a","mg","17","12","2019","17-12-2019","20191217"
"a","mg","16","12","2019","16-12-2019","20191216"
"a","mg","13","12","2019","13-12-2019","20191213"
"a","mg","12","12","2019","12-12-2019","20191212"
"a","mg","11","12","2019","11-12-2019","20191211"
"a","mg","11","12","2019","11-12-2019","20191211"
"a","mg","08","12","2019","08-12-2019","20191208"
"a","mg","08","12","2019","08-12-2019","20191208"
"a","mg","07","12","2019","07-12-2019","20191207"
"a","mg","05","12","2019","05-12-2019","20191205"
"a","mg","04","12","2019","04-12-2019","20191204"
"a","mg","03","12","2019","03-12-2019","20191203"
"a","mg","28","11","2019","28-11-2019","20191128"
"a","mg","26","11","2019","26-11-2019","20191126"
"a","mg","23","11","2019","23-11-2019","20191123"
"a","mg","17","11","2019","17-11-2019","20191117"
"a","mg","17","11","2019","17-11-2019","20191117"
"a","mg","16","11","2019","16-11-2019","20191116"
"a","mg","15","11","2019","15-11-2019","20191115"
"a","mg","09","11","2019","09-11-2019","20191109"
"a","mg","07","11","2019","07-11-2019","20191107"
"a","mg","04","11","2019","04-11-2019","20191104"
"a","mg","03","11","2019","03-11-2019","20191103"
"a","mg","01","11","2019","01-11-2019","20191101"
"a","mg","01","11","2019","01-11-2019","20191101"
"a","mg","31","10","2019","31-10-2019","20191031"
"a","mg","30","10","2019","30-10-2019","20191030"
"a","mg","29","10","2019","29-10-2019","20191029"
"a","mg","27","10","2019","27-10-2019","20191027"
"a","mg","25","10","2019","25-10-2019","20191025"
"a","mg","25","10","2019","25-10-2019","20191025"
"a","mg","24","10","2019","24-10-2019","20191024"
"a","mg","24","10","2019","24-10-2019","20191024"
"a","mg","24","10","2019","24-10-2019","20191024"
"a","mg","23","10","2019","23-10-2019","20191023"
"a","mg","23","10","2019","23-10-2019","20191023"
"a","mg","22","10","2019","22-10-2019","20191022"
"a","mg","19","10","2019","19-10-2019","20191019"
"a","mg","17","10","2019","17-10-2019","20191017"
"a","mg","16","10","2019","16-10-2019","20191016"
"a","mg","15","10","2019","15-10-2019","20191015"
"a","mg","15","10","2019","15-10-2019","20191015"
"a","mg","15","10","2019","15-10-2019","20191015"
"a","mg","15","10","2019","15-10-2019","20191015"
"a","mg","14","10","2019","14-10-2019","20191014"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","12","10","2019","12-10-2019","20191012"
"a","mg","10","10","2019","10-10-2019","20191010"
"a","mg","08","10","2019","08-10-2019","20191008"
"a","mg","08","10","2019","08-10-2019","20191008"
"a","mg","05","10","2019","05-10-2019","20191005"
"a","mg","05","10","2019","05-10-2019","20191005"
"a","mg","05","10","2019","05-10-2019","20191005"
"a","mg","03","10","2019","03-10-2019","20191003"
"a","mg","01","10","2019","01-10-2019","20191001"
"a","mg","01","10","2019","01-10-2019","20191001"
"a","mg","30","09","2019","30-09-2019","20190930"
"a","mg","29","09","2019","29-09-2019","20190929"
"a","mg","29","09","2019","29-09-2019","20190929"
"a","mg","29","09","2019","29-09-2019","20190929"
"a","mg","22","09","2019","22-09-2019","20190922"
"a","mg","21","09","2019","21-09-2019","20190921"
"a","mg","18","09","2019","18-09-2019","20190918"
"a","mg","16","09","2019","16-09-2019","20190916"
"a","mg","16","09","2019","16-09-2019","20190916"
"a","mg","16","09","2019","16-09-2019","20190916"
"a","mg","15","09","2019","15-09-2019","20190915"
"a","mg","15","09","2019","15-09-2019","20190915"
"a","mg","14","09","2019","14-09-2019","20190914"
"a","mg","14","09","2019","14-09-2019","20190914"
"a","mg","13","09","2019","13-09-2019","20190913"
"a","mg","13","09","2019","13-09-2019","20190913"
"a","mg","11","09","2019","11-09-2019","20190911"
"a","mg","07","09","2019","07-09-2019","20190907"
"a","mg","07","09","2019","07-09-2019","20190907"
"a","mg","06","09","2019","06-09-2019","20190906"
"a","mg","06","09","2019","06-09-2019","20190906"
"a","mg","06","09","2019","06-09-2019","20190906"
"a","mg","05","09","2019","05-09-2019","20190905"
"a","mg","05","09","2019","05-09-2019","20190905"
"a","mg","05","09","2019","05-09-2019","20190905"
"a","mg","04","09","2019","04-09-2019","20190904"
"a","mg","04","09","2019","04-09-2019","20190904"
"a","mg","03","09","2019","03-09-2019","20190903"
"a","mg","03","09","2019","03-09-2019","20190903"
"a","mg","03","09","2019","03-09-2019","20190903"
"a","mg","03","09","2019","03-09-2019","20190903"
"a","mg","03","09","2019","03-09-2019","20190903"
"a","mg","02","09","2019","02-09-2019","20190902"
"a","mg","02","09","2019","02-09-2019","20190902"
"a","mg","02","09","2019","02-09-2019","20190902"
"a","mg","02","09","2019","02-09-2019","20190902"
"a","mg","02","09","2019","02-09-2019","20190902"
"a","mg","02","09","2019","02-09-2019","20190902"
"a","mg","02","09","2019","02-09-2019","20190902"
"a","mg","01","09","2019","01-09-2019","20190901"
"a","mg","01","09","2019","01-09-2019","20190901"
"a","mg","01","09","2019","01-09-2019","20190901"
"a","mg","01","09","2019","01-09-2019","20190901"
"a","mg","01","09","2019","01-09-2019","20190901"
"a","mg","30","08","2019","30-08-2019","20190830"
"a","mg","29","08","2019","29-08-2019","20190829"
"a","mg","29","08","2019","29-08-2019","20190829"
